platform,product_id,rating,comment,Quality,Price,Delivery,Service
shopee,25631037433,2,"Chất lượng sản phẩm:hơi ấy Đúng với mô tả:không  Quạt bật mức 5 Được tầm 20-30 phút NHANH HẾT PIN Quạt giao về như đã có ng sử dụng qua CŨ, BẨN TỆ😠 MN NÊN CÂN NHẮC VÌ VỚI GIÁ TIỀN ĐÓ CÓ THỂ MUA CÁI KHÁC TỐT HƠN",-1,-1,-1,-1
shopee,25631037433,2,Đúng với mô tả:màu thì ok đó nhưng tốc độ thì kh ok nha 4 thì mạnh nhưng 5 thì yếu xìu Chất lượng sản phẩm:Cũng à  Kh vui cho lắm còn bị quấn tóc vào nx,-1,-1,-1,-1
shopee,25631037433,2,"Nhận hàng từ mấy hôm rồi nhug chua dùng ,hom qua 5/9 con đi khai giảng mới lấy ra dùng thì tháy pin tụt ầm ầm thế là con k có quạt để dùng luôn.",-1,-1,-1,-1
shopee,25631037433,2,"Quạt về ko bật dc, lúc cắm sạc vẫn lên. Vừa cắm vừa bật thì mới dùng dc, rút sạc ra là quạt ko dùng dc là sao ạ??? Mới mua về ch dùng đc tí gì đã hỏng r",-1,-1,-1,-1
shopee,25631037433,2,"Đúng với mô tả:đúng mô tả. Chất lượng sản phẩm:đánh giá lại sản phẩm sau một ngày dùng thử ,sản phẩm ko như quản cáo .pin mau hết lấm mọi người ạk . cho dù bậc chế độ số nhỏ nhất là số 1 vẫn sài được có 1 tiếng mấy thôi. thất vọng  vô cùng. mình nt cho shop thì shop ko trả lời , shop làm ăn ko có uy tín chút nào.lúc đầu đánh giá cho shop 5 sao  nhưng sau khi trải nghiệm ko hài lòng đánh giá lại.  Nhưng  có  bền hay ko sài một thời gian mới biết được . Hôm nay mình đã thử sài hết pin sạc lại đủ pin 100% thử lại 2 lần rồi thời gian vẫn y chang nhau đúng 1 tiếng mấy là hết pin  ...  shop để là pin trâu 10000.",-1,-1,-1,-1
shopee,25631037433,2,Quạt pin quá tệ xài còn 60% 70% là k xài được tắt nguồn luôn,-1,-1,-1,-1
shopee,25631037433,2,"Quạt đang xài tự tắt k mở lại k đc dù pin còn 84 % , lấy đc 3 ngày mới xài lần thứ 2",-1,-1,-1,-1
shopee,25631037433,2,"Chất lượng sản phẩm:không tốt cho lắm Đúng với mô tả:đúng vì là chọn ngẫu nhiên màu nên mk k chê đc  Sản phẩm giá 42k theo mk vẫn ok nhưng  chỗ , pin với chỗ sạc đối nhau nên cứ cắm sạc là quạt lại quay nhiều chỗ khác",-1,-1,-1,-1
shopee,25631037433,2,"Đúng với mô tả:kh Chất lượng sản phẩm:5/10  Sạc 100% pin nma dùng đến 33% pin là kh dùng đc tiếp,hiện số 00 xong ngưng cmnl",-1,-1,-1,-1
shopee,25631037433,2,"Quạt xài ok nhưng shop làm ăn kì cục. Đặt màu tím để đi concert vì theme tím thì giao 1 hồng 1 tím mà ko hỏi ý khách trước khi gửi, rồi sao cầm đi concert??? Nhưng mình vẫn cho qua chuyện sai màu. Vấn đề thứ 2 là cái quạt hồng không có dây sạc và đế kèm như quạt tím. Shop nói đó là quà tặng kèm, cái có cái không. Nhưng feedback của mn ai cũng có và shop cũng k nói rõ về phụ kiện trong mô tả. Nchung là chán luôn",-1,-1,-1,-1
shopee,25631037433,2,"Quạt 80% pin nhưng ko ko hoạt động, cắm sạc mới quay đuoc",-1,-1,-1,-1
shopee,25631037433,2,"Đúng với mô tả:không đúng Chất lượng sản phẩm:tụt pin  Mô tả ghi bật mức 1 sẽ duy trì dc 10 tiếng, ai ngờ mình sạc full 100 rồi, quạt dc gần 2 tiếng thôi, mà sạc đầy pin lâu hơn thời gian quạt nữa trời",-1,-1,-1,-1
shopee,25631037433,2,"Chất lượng sản phẩm:cung duoc Đúng với mô tả:đúng  Giao nhanh, quạt nhỏ gọn, mua đi qs sài dc vài ngày cái bị chai pin, từ 65pin là tuột kh phanh nhé, cứ chưa tới 1’ là xuống liền luôn, mua đi qs sài đỡ về là quăn. Chơi chơi thì mua,(tot nhat khong mua) cũng không mát lắm đâu nha",-1,-1,-1,-1
shopee,25631037433,2,"Chất lượng sản phẩm:kh tốt Đúng với mô tả:khôngggg  Pin yếu, hết pin nhanh vô cùng Cầm quạt được lúc là hếtttt 5’ 10% pinnnn 1* vì chất lượng spham tệ 2* vì màu xinh nên cầm trang trí được:))",-1,-1,-1,-1
shopee,25631037433,2,"Đúng với mô tả:dungsd  đặt màu hồng mà giao màu xanh, cái cục shop đưa để tạo hương thơm chả gắn vào dc cứ bị rớt, rớt thì k có sao nhưng mà mình k thích màu xanh",-1,-1,-1,-1
shopee,25631037433,2,"Chất lượng sản phẩm:k tốt lắm  Giao đúng mẫu mã sản phẩm , mà dùng nhanh hết pin lắm ạ , sạc mất khoảng 3 tiếng",-1,-1,-1,-1
shopee,25631037433,2,Chất lượng sản phẩm:kém Đúng với mô tả:đem đồ cũ đã sửa đem bán.  nay rảnh mở ra xem. cục pin 14500  trong khi khoang chứa 18650. chắc được 1000 chứ 10000 gì.  pin số 5 đc 30p. số 1 yếu xìu thì được tầm 1h30p lừa đảo. giao hàng trầy tróc tùm lum vết nạy rõ.  hàng sửa chữa đem bán.  ko nên mua chổ này.,-1,-1,-1,-1
shopee,25631037433,2,Đúng với mô tả:đúng Chất lượng sản phẩm:cũng tạm  Ai muốn mua hãy cân nhaqcs nha vì sau 20% pin thì xuống rất nhanh. Nhưng trước cũng ok. Giao hàng nhanh nhưng hộp hơi bị mốc méo,-1,-1,-1,-1
shopee,25631037433,2,Mình dùng thấy nhanh hết pin lắm. Cú xuống dưới 80% là pin dùng đc thêm tầm 10p là ngỏm lun🫤,-1,-1,-1,-1
shopee,25631037433,2,"Đúng với mô tả:đúng Chất lượng sản phẩm:kh  quạt rất nhanh hết pin, kh biết vì sao pin tuột rất nhanh",-1,-1,-1,-1
shopee,25631037433,2,"Đặt 2 cái thì 1 cái lỗi nút ấn khỏi dùng luôn, cái dính xung quanh nút ấn thì rõ khó chịu",-1,-1,-1,-1
shopee,25631037433,2,"Giao hàng ko đúng màu, nhựa ráp ko khít, nắp che cánh quạt rớt hoài, nhựa xấu hẵn, giống như hàng loại 2,3, ko tem mác. Đã mua 3 lần mà lần này phải bỏ. 1 lần mà ko uy tín là ko nên mua.",-1,-1,-1,-1
shopee,25631037433,2,Dễ bị rơi cái lồng quạt với có cái dán trắng trắng kia bóc ra bẩn hết quạt luopn kiểu nó dính quá hay s á chứ mình bó cẩn thận lắm r nó vẫn dính dính,-1,-1,-1,-1
shopee,25631037433,2,Quạt xinh nhưng rất nhanh hết pin mình xài quạt ở mức 1 mà cũng chỉ được hơn 1h là hết pin rồi không giống shop mô tả là xài được hơn 4h,-1,-1,-1,-1
shopee,25631037433,2,"Quạt yếu, pin tụt hơi bị nhanh. Tụt xuống 50℅ thì quạt bắt đầu đếm ngược, tụt siêu nhanh. Nchung là hàng lừa vc :))",-1,-1,-1,-1
shopee,25631037433,2,Đúng với mô tả:đúng Chất lượng sản phẩm:tốt  Dùng ok nhn mình sạc mãi ko lên,-1,-1,-1,-1
shopee,25631037433,2,"Đúng với mô tả:chê  Quạt xài như đồ chơi ấy, mua về pin đc tầm 50 mấy tới lúc hết sạc thì kh vào pin đc , ơi là tr mua để xài chứ có để trưng đâu ạ shop bán nhắn tin giải quyết thì kh trả lời thôi tốt nhất nên nghỉ đi ạ 🫠chê mạnh",-1,-1,-1,-1
shopee,25631037433,2,"Quạt để đứng thì được, để nằm ngang thì bị nghiên nghiên k đứng vững. Chỗ để hương thơm thì lắp rớt lên rớt xuống, chẵng dính được vào quạt",-1,-1,-1,-1
shopee,25631037433,2,"Shipper dth, khi khui hàng ra thấy cây quạt bị dính rất nhiều vết dơ",-1,-1,-1,-1
shopee,25631037433,2,"Nhìn giống hình, nhưng mà tiếng hơi ồn , gió cũng không mát lắm, không biết có bền không do chưa sd đc lâu",-1,-1,-1,-1
shopee,25631037433,2,Đúng với mô tả:không hề nha nên cân nhắc ( mà nên lựa dòng khác thì tốt hơn) Chất lượng sản phẩm:nhanh hết pin cực kì nhắn shop nãy h mà shop chưa phản hồi  Ban đầu mình thấy thích vì quạt tới 5 cấp độ khá mát nhưng nhìn pin thì chạy cũng ko kém.mới lần đầu mình thấy vẫn ổn nhưng mấy lần sau thì mình ko chắc nhé :)))),-1,-1,-1,-1
shopee,25631037433,2,Chất lượng sản phẩm:tot Đúng với mô tả:nhầm màu  giao nhầm màu nút bị hỏng:)))&:&:!;!!;!:₫:₫:!!:!:!:,-1,-1,-1,-1
shopee,25631037433,2,Đặt màu tím giao màu xanh quạt mức 5 được 1h hơn mức 3 được 3h hơn mau hết pin,-1,-1,-1,-1
shopee,25631037433,2,"Quạt mạnh mà cổ quạt tự gập, không điều chỉnh được, như kiểu hàng bị lỗi, cho 2 sao",-1,-1,-1,-1
shopee,25631037433,2,"Vỏ hộp rách và cũ như là hàng dùng rùi, lại không có dây đeo mới dùng thấy mát còn dùng lâu mới biết được",-1,-1,-1,-1
shopee,25631037433,2,"Chất lượng sản phẩm:tốt Đúng với mô tả:đúng  Quạt mát , sạc lâu, dùng đc 2 tuần thì hỏng",-1,-1,-1,-1
shopee,25631037433,2,"Mới mua mà dây sạc ngắn ngủn, dây đeo cũng tạm bợ,  thui nay xin chừa ạ. Của rẻ là củ ôi ạ",-1,-1,-1,-1
shopee,25631037433,2,"1 quạt lỗi , 1 quạt sử dụng ok. Nên cân nhắc khi mua nhé mn. Chất lượng 50/50  Mình rất ít đánh giá shop nào dưới 5*, riêng shop này mình phải đánh giá vì thái độ phản hồi khách hàng quá tệ!!",-1,-1,-1,-1
shopee,25631037433,2,Rõ ràng đặt màu trắng giao đến lại màu xanh lại còn bết pin nhanh nữa chứ,-1,-1,-1,-1
shopee,25631037433,2,"Quạt đang có 80% pin. Mở để chế độ 3, quạt hơn 30 phút đã hết pin.",-1,-1,-1,-1
shopee,25631037433,2,"Hàng ko giống trong ảnh, màn hình leg ko hiện lên phần trăm pin, nút bấm khó, hàng giống như bị dùng r , cảm thấy như bị lừa v",-1,-1,-1,-1
shopee,25631037433,2,Giới thiệu mức 5 có thể quạt được 2 đến 4 tiếng  Nhưng trải nghiệm thì sài chưa tới 1 tiếng,-1,-1,-1,-1
shopee,25631037433,2,"sạc nhanh nhưng cũng nhanh hết pin , nếu bật mức 5 thì 15p đã hết pin , còn mức 1 thì đc tầm 2-3 tiếng",-1,-1,-1,-1
shopee,25631037433,2,Đúng với mô tả:không có túi thơm Chất lượng sản phẩm:khó mở nắp quạt  Gió thổi mạnh,-1,-1,-1,-1
shopee,25631037433,2,"Đúng với mô tả:đúng Chất lượng sản phẩm:không bền  quạt dùng ổn nhưng nhanh hỏng, dùng chưa được một tuần đã hỏng rồi. Mình không đánh rơi hay nghịch gì hết nha. Mn chú ý nha",-1,-1,-1,-1
shopee,25631037433,3,"Mình cho 3 sao thôi nhé,với mức giá này tất nhiên ko thể đòi hàng xịn đc.Về màu sắc thì khá đẹp nhưng pin rất dởm lun.Mih thử bấm giờ đúng 1 phút thì tốn hết 2% mức độ 1 .V suy ra 100% sài được khoảng 50p thôi.Ai mua thì cx nên cân nhắc nhé!!",-1,-1,-1,-1
shopee,25631037433,3,Tụt pin hơi nhanh chưa 15p mà tụt còn nhiu đây  Chất lượng như giá,-1,-1,-1,-1
shopee,25631037433,3,"Đã cố tình mua sp đắt hơn để có sản phẩm pin xài được lâu nma pin vẫn rất nhanh hết, kh được lâu như giới thiệu, được cái tương đối mát và ngoại hình đẹp",-1,-1,-1,-1
shopee,25631037433,3,"Chất lượng sản phẩm:khá  sản phẩm bị hở dễ bjn nước vào mất thẩm mỹ, ko hài lòng về đơn hàng này lắm nhưng vs giá này mn có thể mua để trải nghiệm",-1,-1,-1,-1
shopee,25631037433,3,quạt xài tốt nhưng giao thiếu mất 1 cái mong shop cẩn thận hơn,-1,-1,-1,-1
shopee,25631037433,3,"Mua hai cái, một cái ổn, một cái thì lỏng kẻo, bong cả cái ộp đen phía trên.  Thôi hên xui nên chấp nhận!",-1,-1,-1,-1
shopee,25631037433,3,"Chất lượng sản phẩm:ổn Đúng với mô tả:không  Mình đặt màu tím thì shop lại giao cho mình màu hồng, thấy cũng ổn với mình cũng nghĩ đổi lại thì hơi phiền nên mình tạm chấp nhận luôn vậy. Mong shop lần sau chú ý hơn xíu ạ.",-1,-1,-1,-1
shopee,25631037433,3,Quạt mát nhưng pin còn dưới 50 là tự tắt luôn,-1,-1,-1,-1
shopee,25631037433,3,"Đúng với mô tả:Đúng Chất lượng sản phẩm:Không ổn  Không biết mng mua hàng như nào. Nhưng hàng của mình mua thì bất ồn nha! Xài thì mát, mà cái "" dây sạc "" sạc chẳng vô pin luôn ạ?🙂",-1,-1,-1,-1
shopee,25631037433,3,Giao sai màu đặt màu xanh giao màu trắng   Lúc vừa khui ra 90%  bặt s1 Sài tầm 5p tuột còn 84%,-1,-1,-1,-1
shopee,25631037433,3,Hộp bị móp các chi tiết nhựa không được khít vẫn còn hở cái nắp cánh quạt siêu lỏng lẻo cầm lên là lại rơi ra quạt cũng không được mạnh . Mỗi cái màn hình led là thấy ok sáng nét. Nói chung mua về dùng chống cháy cũng dc,-1,-1,-1,-1
shopee,25631037433,3,"Đúng với mô tả:màu thì cx đẹp mà Chất lượng sản phẩm:tạm ổn  Mức 1,2 mà thấy hơi mau HT pin  thấy cx tạm ok mà hàng tui bị gãy 1 cánh quạt cx ko zuii lắm tổng quan cx okk",-1,-1,-1,-1
shopee,25631037433,3,"Màu sắc và thiết kế đẹp Mau hết pin chứ k trâu như quảng cáo Củng k có màn hình hiển thị % pin  Nhắn cho shop thì nhận đc câu trả lời rất chi hời hợt và mắc cười - thiếu trách nhiệm, kiểu như rep cho có Định trả hàng mà thấy con gái thích quá nên thôi để dùng đại",-1,-1,-1,-1
shopee,25631037433,3,Xài ok .. cũng mát .. hợp với tầm giá.. nhưng mình đặt xanh lá mà giao tím . Hơi thất vọng tý.,-1,-1,-1,-1
shopee,25631037433,3,"Điểm cộng cho shop là giao nhanh,mẫu mã đẹp xinh.Nhưng còn lại thì quạt chạy yếu,nhanh hết pin,hơi thất vọng nha 💔",-1,-1,-1,-1
shopee,25631037433,3,"Chất lượng sản phẩm:7/10 Đúng với mô tả:Đúng  Hàng về đẹp, giống mẫu. Vừa nhận hàng thấy 0% pin nên đem sạc nhưng không biết sao sạc 1 tiếng rồi không vô pin. Chỉ có 1 dây đeo và 1 đế",-1,-1,-1,-1
shopee,25631037433,3,Chất lượng sản phẩm:okee Đúng với mô tả:đúng  Màu xinh lắm lun,-1,-1,-1,-1
shopee,25631037433,3,"Hàng giao nhanh, chất lượng ổn, mỗi tội shop đưa sai màu sản phẩm ạ! Mk lấy màu tím nhưng  shop lấy nhầm cho mk màu xanh lá, sau shop cẩn thận hơn nhé !",-1,-1,-1,-1
shopee,25631037433,3,Đúng với mô tả:ddungs Chất lượng sản phẩm:tốt  thiếu của t viên nén r sốp ơi,-1,-1,-1,-1
shopee,25631037433,3,"Quạt mát á, nhma sốp ơii, mình đặt màu hồng mà sốp ơi 😭⁉️⁉️ sốp giao sai màu rùi",-1,-1,-1,-1
shopee,25631037433,3,Chất lượng sản phẩm:tốt Đúng với mô tả:dc  lúc mình sạc thì dây rất nóng và bốc khói,-1,-1,-1,-1
shopee,25631037433,3,Pin có vẻ không được khỏe lắm nma dùng tạm ổn,-1,-1,-1,-1
shopee,25631037433,3,"Chất lượng sản phẩm:cũng dc  quạt mát , 5mức độ nhưng pin thì từ 50% trở xuống thì rất nhanh hết pin",-1,-1,-1,-1
shopee,25631037433,3,"pin yếu, xạc đầy nhưng xài tầm 3h là hết",-1,-1,-1,-1
shopee,25631037433,3,Đúng với mô tả:đúng Chất lượng sản phẩm:tốt  Em đặt màu hồng mà shop lại giao màu tím🥹,-1,-1,-1,-1
shopee,25631037433,3,"Quạt k giống như mô tả rất dễ tụt pin,sạc đầy tầm gần 1t là hết sạch,k dùng đc nx rcm mnguoi k nên mua",-1,-1,-1,-1
shopee,25631037433,3,Quạt yeeus kiểu gì ý giá hơi chát mà quạt yếu lắm ý xong nó dính sốp ở nút có keo khó chịu vãi,-1,-1,-1,-1
shopee,25631037433,3,Sản phẩm đẹp mỗi tội sạc đầy cả chiều mang ra dùng chưa đến 3 tiếng là hết pin,-1,-1,-1,-1
shopee,25631037433,3,Quạt đẹp chắc nhưng dùng mức số 5 được tầm 30p là hết pin rồi mn ạ,-1,-1,-1,-1
shopee,25631037433,3,Hình ảnh minh hoạ. Đồ chất lượng ổn giá cả hợp lý sẽ tiếp tục ủng hộ shop các lần sau,-1,-1,-1,-1
shopee,25631037433,3,Chất lượng sản phẩm:mình thấy mô tả thì quạt xài đc lâu lắm nhưng mà sao thì sử dụng thử mức 1 thì 3h nó đã hết phin r,-1,-1,-1,-1
shopee,25631037433,3,"Chất lượng sản phẩm:bth Đúng với mô tả:xài đc 1 tiếng thôi  nên cân nhắc khi mua hình ảnh và video chỉ mang tính chất nhận xu, hoan hỉ hoan hỉ",-1,-1,-1,-1
shopee,25631037433,3,"Giao đúng mẫu nhưng mà 1 cái quạt bị thiếu cai đế, thiếu caap sac nữa Quạt mát dễ thương",-1,-1,-1,-1
shopee,25631037433,3,Đúng với mô tả:không biết Chất lượng sản phẩm:tạm  Shop gửi thiếu viên làm thơm rồi quá là thất vọng luôn uổng công mong đợi mấy ngày trời,-1,-1,-1,-1
shopee,25631037433,3,Hop dep  Mà quạt giao nhin cũ bị trầ màu tím nua .. nút bắm thutk vô sâu hên la van xai duoc,-1,-1,-1,-1
shopee,25631037433,3,Nhỏ gọn dễ thương nhưng cũng rất nhanh hết pin. Tạm ổn thôi  .....,-1,-1,-1,-1
shopee,25631037433,3,Chất lượng sản phẩm:bình thường Đúng với mô tả:k đúng lắm  Quạt cũng mát mà pin ảo vl đang 33% thì tụt xuống 0% nhưng mà với cái giá này thì vẫn cho 3s,-1,-1,-1,-1
shopee,25631037433,3,Đúng với mô tả:mát nhưng pin ko trâu được 60% cái tắt Chất lượng sản phẩm:độ mát cao  Pin mình đánh giá thấp,-1,-1,-1,-1
shopee,25631037433,3,"Quạt cầm cũng chắc tay mà pin yếu quá yếu , sạc được 100% quay 3 vòng là tụt còn 99% mà tụt pin nhanh cực kì mặc dù mở nhỏ cũng tụt nhanh luôn",-1,-1,-1,-1
shopee,25631037433,3,"Quạt thiết kế đúng với hình ảnh miêu tả của shop, mình nhận hàng khá nhanh nhưng mới dùng 1 ngày mà 1 cánh mình đã gãyy",-1,-1,-1,-1
shopee,25631037433,3,"Hình ảnh mang tính chất nhận xu Cá nhân mik dùng thì pin k trâu nha còn bền k thì sài lâu ms bt đc , giao đủ màu đẹp,cần gấp nên mua , ổn nha",-1,-1,-1,-1
shopee,25631037433,3,Đúng với mô tả:ko Chất lượng sản phẩm:yếu  tạm giao sai jejwnwb jsis q lakaka íbbeeb 018838392922,-1,-1,-1,-1
shopee,25631037433,3,Hình ảnh video mang tính nhận xu thôi . Mà mk sử dụng thì thấy cx nhanh hết pin nha màu quạt dễ thw,-1,-1,-1,-1
shopee,25631037433,3,Giao sai màu  Thật sự bức xúc,-1,-1,-1,-1
shopee,25631037433,3,"Sản phẩm tạm ổn, ko quá xuất sắc. Sạc cũng nhanh lên pin, nhưng dùng ko đc lâu như mô tả dù mình chỉ xài ở mức 1 và 2.",-1,-1,-1,-1
shopee,25631037433,3,Gió:mức độ gió cũng bình thường Dung lượng pin:pin nhanh hết,-1,-1,-1,-1
shopee,25631037433,3,Quạt ổn nhưng shop không giao dây sạc 😭 sạc dây khác thì không vô pin,-1,-1,-1,-1
shopee,25631037433,3,Chất lượng sản phẩm:bthg kh có dây Đúng với mô tả:kh,-1,-1,-1,-1
shopee,25631037433,3,"quạt có 5 mức, có hiển thị phần trăm pin, quạt mát chứ ko quá mạnh tuột pin nhanh lắm ạ dùng mức 2,3 thôi mà tuột lẹ kinh mình dùng đc 2 tiếng là tối đa",-1,-1,-1,-1
shopee,25631037433,3,Đúng với mô tả:đúng màu  Quạt cầm tay tích điện du lịch pin trâu 10000 mah màu tím,-1,-1,-1,-1
shopee,25631037433,3,"10000mAh xài đc tầm 3 tiếng. Cái màn hình hiển thị pin thì k chính xác gì cả, tới 50% pin là tắt luôn, về liền 0%. Lần xài thứ 2 thì k hiển thị pin luôn, hiển thị nấc 1,2,3,4,5 thôi",-1,-1,-1,-1
shopee,25631037433,3,"Trc mình mua 1 cây xanh lá, dùng khá thích, nên nay mua thêm, nhưng cây xanh tím đợt này cảm giác như hàng fake, cầm nhẹ hẳn, ko nặng tay chắc chắn như xlá, quạt cũng yếu hơn, mình thử bật 2 cây cùng số thì xlá mát hơn hẳn, bề ngoài dòm cũ, còn bị trầy, do bé thích tím, nên mình ko đổi trả, với nghĩ từng mua 1 lần nên yên tâm, nhưng rất thất vọng",-1,-1,-1,-1
shopee,25631037433,3,Chất lượng sản phẩm:tot  mình có để chạy tốc độ 4 và sau gần 2 tiếng thì hết pin. có quay vd  mình tua lại xem thì sau 50% cứ 1-3giây là pin tụt nhanh chóng,-1,-1,-1,-1
shopee,25631037433,3,Giao hàng nhanh . Đóng gói sản phẩm đẹp . Quạt mát . vs giá như thế thì cũng ok r.,-1,-1,-1,-1
shopee,25631037433,3,"Mình đặt màu trắng mà shop giao màu kem 🥲. Có kèm dây sạc, dây đeo, và 1 miếng thơm chỉ cần vặn cái khung ra rồi dán vào, thơm lắm. Mà pin xuống siêu nhanh, cỡ gần 1p là xuống 1% rồi, không sd vẫn xuống nhưng k đáng kể. Nói chung nếu có điều kiện thì nên mua loại chất lượng hơn 👍",-1,-1,-1,-1
shopee,25631037433,3,"Quạt khá mát, nhưng pin từ tầm 40-45% đổ xuống là tụt pin tính theo giây luôn,mặc dù mình bật số nhỏ nhất",-1,-1,-1,-1
shopee,25631037433,3,"giá rẻ nên cũng k mong gì nhiều, tạm ổn th nha, mình xài cỡ 1-2h là hết pin với mức độ 3",-1,-1,-1,-1
shopee,25631037433,3,pin chắc dùng đc 3h ah bật mức 2-3 thôi.nói chung là quạt mát nhưng nhanh hết pin quá. k như quảng cáo nha. xạc cả đêm dùng đc 3h đồng hồ,-1,-1,-1,-1
shopee,25631037433,3,Đúng với mô tả:dung Chất lượng sản phẩm:tạm  Mua re cho nho em choi roi bỏ..chu mau het oin den led trong thu bi rớt xéo 1khúc..chac sac day choi dc 20p,-1,-1,-1,-1
shopee,25631037433,3,Đúng với mô tả:cũng được Chất lượng sản phẩm:cũng mát nhưng khi bật lên sẽ có tiếng kêu rè rè phát ra,-1,-1,-1,-1
shopee,25631037433,3,Chất lượng sản phẩm:tạm dx  Mua 2 cái đều bị lỗi chỗ hiển thị pin  20% đầu tiên mới bật số 1 đã tuột trong vòng 1 nốt nhạc Từ 79% trở về nó ms hoạt động bình thường  Mới đầu tưởng pin bị lỗi pin 🔋hk á hên còn dùng dx😑 Ship lâu nữa 4 5 ngày mới nhận dx,-1,-1,-1,-1
shopee,25631037433,3,Mình đặt thấy shop ở thành phố Hồ Chí Minh nhưng lúc giao hàng thì tận ngoài Hà Nội chờ giao lâu và hàng lúc nhận thì ok nhưng bị trầy và bể vỏ giống như đã qua sử dụng,-1,-1,-1,-1
shopee,25631037433,3,"Đặt màu tím giao xanh đen, quạt chạy nhẹ nhẹ à xài thoáng thôi bền hay k thì sử dụng lâu sẽ biết. Mà giao lâu ghê nơi",-1,-1,-1,-1
shopee,25631037433,3,"Đặt 2 cái, màu xanh và màu Hồng, khi nhận thì 2 cái đều Hồng.  1 cái thì ok rất đẹp, quạt mát, quá ok so với giá  Còn 1 cái còn lại thì quá tệ, mút nút bấm mở bị rách ra, nắp đậy ở khung số quạt thì bung lên. Hàng xài rồi thì đừng có bán cho ngta nhé shop",-1,-1,-1,-1
shopee,25631037433,3,"hàng đẹp nhưng rất nhanh hết pin, dùng tầm 1-2 tiếng là hết pin rồi",-1,-1,-1,-1
shopee,25631037433,3,"Chất lượng sản phẩm:quạt mát,sài oke nhưng không đc lâu cho lắm,khoảng 1-2tiếng thui  ở tphcm giao rất lâu,đợi tới 4ngày lận",-1,-1,-1,-1
shopee,25631037433,3,"Lớp băng keo kia, k lau nổi nó bị lem. Nút bấm bị kênh. Quạt bình thường k mạnh lắm. Giá ổn, mới thử k biết có bền không.",-1,-1,-1,-1
shopee,25631037433,3,"quạt kì nha , dùng đc tới tầm 56 57 pin là nó tắt ngúm r, để có mức 2 th đó dùng được cùng lắm 3 tiếng th",-1,-1,-1,-1
shopee,25631037433,3,"Đúng với mô tả:khg đúg đâu hỏi shop thì nói dùng dc 2-5h mà 100% pin chỉ dùng dc 1h34p ở cấp 5 thôi mô tả thì ghi 10000mah nhưg ở tờ hd sử dụng lại ghi 18000mah tầm này chỉ khoảng 1200-1800 mah thoi mà test từ 100% xuốg 40% cái là tự hết pin cấp nguồn luôn r:))) Chất lượng sản phẩm:k bền lắm đâu vì cái nắp đậy cánh quạt chỉ cần xoay nhẹ sag trái là mở dc, có lúc cầm thì lỡ trượt thoi mà cx rơi nắp ra rơi cái thì cái nắp cx k đỡ dc cho cánh quạt nên bị gãy 1 cánh r mà vânz dán lại dc  Nchug thì quạt khá mạnh nhưg pin thì 1200-1800 chứ k tới 10kmah đâu",-1,-1,-1,-1
shopee,25631037433,3,"Chất lượng sản phẩm:6/10  Quạt đẹp, ok, để đi xem ca nhạc vài tiếng thì ổn, giá hợp lí, có mức từ 1-5, nói chung tạm ổn",-1,-1,-1,-1
shopee,25631037433,3,"Quạt mát. Tuy nhiên hàng giao bị xước, cảm giác hơi cũ. Vì cần hàng gấp nên ko trả hàng. Nói chung là mình ko happy lắm.",-1,-1,-1,-1
shopee,25631037433,3,"Quạt nhỏ gọn, xinh, nhưng xài tới 50% pin xuống liên tục",-1,-1,-1,-1
shopee,25631037433,3,"Đúng với mô tả:kh đúng Chất lượng sản phẩm:bình thường  Quạt cầm kh chắc chắn, như hàng fake của fake í, đế lỏng lẻo, hàng bth nó hiện 100% mà hàng này hiện mỗi số 8, sạc mấy tiếng vẫn số 8. Chả hiểu, shop thì bảo là hàng mới nó thế nhm chả tin. Nhìn đểu kh chịu được. Còn kh chắc chắn nữa chứ. Nút ấn nhìn đểu, màu xấu. Còn nhiều lắm rcm đừng mua. Đc cái quạt mát thôi chứ nhìn đểu vc.",-1,-1,-1,-1
shopee,25631037433,3,"Giá ổn, tớ mới mua ngày đầu dùng mức 5 liên tục được 2h , đang dùng 19% thì hết pin ngang .",-1,-1,-1,-1
shopee,25631037433,3,Quạt dùng ok mà giao sai màu nha  Với không hiện pin là sao rõ là bảo hiện pin mà😱,-1,-1,-1,-1
shopee,25631037433,3,Hàng xài ổn pin cầm dc khoảng 5-6 tiếng nếu xài mức một. Ổn ạ,-1,-1,-1,-1
shopee,25631037433,3,"Sản phẩm mua mới mà trầy xước, cũ, khá thất vọng Con trai mình cũng mua 1 cái giống vậy, pin tụt rất nhanh",-1,-1,-1,-1
shopee,25631037433,3,Quạt sử dụng ok nhưng phần lồng quạt SIÊU LỎNG k tự cố định được. Hàng giao đến hộp bị móp khá nhiều (hên k ảnh hưởng tới quạt) mặc dù sốp có bọc chống sốc,-1,-1,-1,-1
shopee,25631037433,3,"Mở mức 3 4 thì sài lâu tí. Mức 5 thì tuột pin dữ lắm. Nút cảm ứng nên chạm là bật, bỏ vào túi cấn nút nó tự bật, tới nơi hết cả pin.",-1,-1,-1,-1
shopee,25631037433,3,"Pin ko trâu như quảng cáo, đã thế còn giao nhầm màu nữa, nhưng vì mình đang cần cho nên cũng ko muốn mất công đổi làm gì",-1,-1,-1,-1
