cleaned_comment,Quality,Price,Delivery,Service
lực hút không hiệu_quả,-1,-1,-1,-1
"giao hàng hàng nhanh , giấy xài tốt so với giá tiền",2,1,2,-1
gia hàng nhanhhh nhma vớ mỏng vãi chỉ dày khúc trên thoii,0,-1,2,-1
hài_lòng sản_phẩm nhưng lúc láy hàng góc cuốn sách bị tróc,2,-1,-1,-1
giao hàng hàng nhanh,1,-1,2,-1
cửa_hàng giao hàng khác size đặt_hàng,1,-1,1,-1
gối chất_lượng siêu đẹp siêu dày cửa_hàng bán rẻ dày_dặn hơn cửa_hàng khác mình đã mua . mn nên mua nha màusắc xinh yêu,2,2,-1,-1
"giao hàng nhanh , chất_lượng tốt như mong_đợi . nói_chung sách của nna thì chưa bao_giờ làm mình thất_vọng",2,-1,2,-1
"đúng với mô_tả ddunggg tính_năng nổi_bật không bt chất_lượng sản_phẩm ổn lúc trc mua 1 làn dùng được hơn 6thang mà bị cháy mô_tơ , lần này quay lại mua mong dùng được lâu_dài , hình_ảnh mang tc nhận xu",0,-1,0,-1
mỏng hơn rất nhiều mấy chỗ khác mình mua,0,-1,-1,-1
đặt 5 cái đen 5 cái trắng sao giao hàng 10 cái trắng vậy cửa_hàng,1,-1,1,-1
"chất_lượng sản_phẩm tốt đúng với mô_tả đúng tính_năng nổi_bật nhanh sủi mình cho nước vào chưa đầy 6phút đã sủi rồi , sủi nhanh , tự_động tắt 8đ tôi nha",2,-1,2,-1
chất_lượng sản_phẩm tốt đối_tượng sử_dụng all mùi hương không giao hàng nhanh đóng_thùng kỹ_càng . loại này mịn chất vải êm dữ nha . loại này tiện mịn mua chắc chục lần rồi,2,-1,0,-1
chờ bữa giờ thích siêu luôn,-1,-1,-1,-1
sách giao hàng đến không bị móp hay rách . giao hàng hàng nhanh . nội_dung sách hay,0,-1,2,-1
quạt thì đẹp phù_hợp với giá tiền nhưng cửa_hàng gửi cho mình cái dây sạc cũ . không uy_tín lắm,2,1,-1,0
máy hút tốt . tiếng êm như máy_sấy_tóc . mỗi cái không thấy nhãn_hiệu gì trên máy và vỏ hộp thôi . không biết bền không nhưng tạm dùng thấy ưng_ý . giá_thành hợp_lý . nên mua nhé mọi người,0,2,-1,-1
"tranh_thủ sale là chộp ngay cuốn này vì đã canh me từ lâu , nên đọc nhé mọi người",-1,2,0,-1
"trong thời_đại internet và thương_mại điện_tử bùng_nổ như hiện_nay , làm thế_nào để biến những câu đánh_giá sản_phẩm trở_thành động_lực thúc_đẩy kinh_doanh cho doanh_nghiệp ? hãy cùng bá tìm_hiểu những câu đánh gi",1,2,-1,-1
sách xịn lắm luôn . không có j để chê,2,-1,-1,-1
tất mỏng quá,0,-1,-1,-1
tốt mát đóng_gói kỹ_càng giao hàng hàng nhanh tiếp_tục ủng_hộ cửa_hàng,2,-1,2,-1
tính_năng nổi_bật cối_xay to chất_lượng sản_phẩm bình_thường đúng với mô_tả đúng với giá tiền như_vậy thì mình cũng không đòi_hỏi gì nhiều . máy hoạt_động 2p là tạo ra mùi khét khét . nên dùng xay với lượng đồ ít . không biết sử_dụng được bao_lâu .,0,1,0,-1
"sản_phẩm tốt đấy mỗi tội bé mà kêu to như máy say_vậy , làm đồ_chơi cho trẻ thix hon , thanks cửa_hàng",2,2,-1,-1
giao hàng sai màu đặt màu xanh giao hàng màu trắng lúc vừa khui ra 90 bặt s1 sài tầm 5p tuột còn 84,1,-1,1,-1
sách còn mới và đóng_gói không tốt lắm,0,-1,1,-1
số_lượng thì giao hàng đúng còn mẫu thì sai mình mua loại dứa mà đi giao hàng gấu hết hàng không nhắn hỏi ý khách tự_ý đổi,1,-1,1,-1
"hbua săn sale thì cửa_hàng đôn giá , là sale dữ chưa v ? buôn_bán thất_đức",1,2,-1,-1
"màu_sắc trắng , kem đúng với mô_tả trắng đúng , kem màu hơi ngả xanh chất_liệu vải tất đi nhẹ , mỏng , dùng cũng thích , giá rẻ , nên mua ảnh và vd trên không liên_quan đến sản_phẩm",0,2,-1,-1
đúng với mô_tả dungs chất_lượng sản_phẩm được đặt màu hồng giao hàng màu xanh,0,-1,1,-1
"màu_sắc trắng kem nên hơi vàng nha chất_liệu tốt đúng với mô_tả hàng đẹp , cửa_hàng đóng_gói nhanh gọn . nên mua màu trắng cho đẹp xíu nha mn , có ảnh so_sánh giữa trắng và trắng kem",2,-1,2,-1
sản_phẩm đẹp gia hàng nhanh kèm theo 1 quyển sổ rất chi là bắt_mắt và đẹp ạ mọi người nên mua nha,2,-1,2,-1
keo không chắc_chắn lắm,0,-1,-1,-1
"phải nói là hàng nhìn khá chất_lượng , ngay cả cái kẹp inox cũng đầy dặn và cầm_chắc_tay . tốt hơn mình mong_đợi",2,-1,-1,-1
mình rất yên_tâm khi mua hàng ở cửa_hàng vì vô_cùng chất_lượng và giá_cả lại hợp_lý lắm luôn á .,2,2,-1,-1
chất_lượng sản_phẩm tốt gối rẻ đẹp chất_lượng tốt chất xô musslin thấm hút mồ_hôi tốt nên mua không mùi không bụi vải,2,2,-1,-1
chất_lượng sách tốt . về nội_dung hơi hoang_mang tí .,2,-1,-1,-1
"giao hàng hàng đúng giờ , chỉ có 1 2 lỗi nhẹ",0,-1,1,-1
đúng với mô_tả mang dep chất_liệu vải màu_sắc trắng vớ mang vừa_vặn giao hàng hàng nhanh . chất_liệu tốt nên mua nhé mọi người ơii,2,-1,2,-1
đúng với mô_tả nhận hàng rồi nhưng chưa sử_dụng không biết chất_lượng có bền không nhưng vẫn cho xốp 5 sao,0,-1,-1,-1
màu_sắc_đẹp đúng với mô_tả đúng chất_liệu tốt chất_liệu tốt shipper giao hàng hàng nhanh thân_thiện với khách_hàng còn hàng thì quá là tốt và ổn_áp cảm_ơn cửa_hàng rất nhiều,2,-1,2,2
đúng với mô_tả tốt chất_liệu ổn phù hợ với giá tuền màu_sắc_đẹp đáng mua đóng_gói đẹp mua 2 màu cửa_hàng chia thành 2 túi nhìn rất ưng .,2,1,1,-1
vải mềm mịn,2,-1,-1,-1
"màu_sắc tốt đúng với mô_tả khong chất_liệu te eo ơi nó mỏng_tanh à hay do tôi xui nhỉ chân tôi sz 36 , nhỏ_xíu mà đi còn lộ cả da chân nữa chán",0,-1,-1,-1
chất_lượng sản_phẩm bình_thường đúng với mô_tả bình_thường chỉ dùng được 1 2h là hết pin,2,-1,-1,-1
"giao hàng hàng nhanh_chóng , sách đẹp lắm luôn , bìa cứng nhìn xịn xò thực_sự , nội_dung cũng rất hay nữa , đúng là sách của cô vân không bao_giờ làm mình thất_vọng . đáng đồng_tiền lắm nha mn , cảm_ơn cô vân . cảm_ơn cửa_hàng nhé !",0,1,2,-1
"hàng ọp_ẹp . mỏng , nhẹ . chất_lượng tệ",0,-1,-1,-1
"bị han rỉ rồi vẫn giao hàng cho khách_hàng , đúng là hàng shopee có khác . ha_ha ha_ha hài he he he",0,-1,1,1
màu_sắc trắng đúng với mô_tả mềm_mại dễ_chịu chất_liệu vải mềm vải thì mềm nhưng để gọi là dày_dặn thì không phải . nhưng với giá_thành thì không phải vấn_đề,0,1,-1,-1
"đúng với mô_tả màu_sắc đúng với sản_phẩm , nấu nhanh sôi , cầm nhẹ_tay , giao hàng hàng nhanh_chóng",1,-1,2,-1
tính_năng nổi_bật rất ổn_định chất_lượng sản_phẩm_chất_lượng rất cao,2,0,-1,-1
"lần 2 mua sách trên tiki , 2 mua lần sách về đúng sách mình chọn , nhưng lần này giao hàng tệ quá , hộp đóng_gói nhăn nhúng đến thảm , đến nói keo dán bên ngoài rách ra luôn ! ! . lần này khá thất_vọng mong tiki khắc_phục tốt hơn , mấy đơn hàng xa chuyên bị vậy ! !",0,-1,0,-1
chất_liệu vai màu_sắc trang đúng với mô_tả dung tất mỏng nhanh giãn giao hàng đủ hàng giao hàng nhanh,0,-1,2,-1
chất_lượng bt,2,-1,-1,-1
sách in rõ_ràng . quà tặng sinh_nhật cho cháu gái rất thích_hợp . cảm_ơn tiki,2,-1,-1,-1
rất khó_chịu luôn ạ ! ! ! quạt mới về tay khéo chưa được 1 ngày thì bị lỗi chế_độ quạt . mà giá cũng có rẻ gì đâu . muốn trả đổi hàng thì cũng không được vì đi quân_sự rồi . thật_sự không hài_lòng về cửa_hàng,0,2,-1,-1
"màu_sắc trắng đúng với mô_tả đúng chất_liệu vải mỏng hmm , tất chất vải mỏng nhá . nhưng mà rẻ có chưa đến chục nghìn một_đôi nên là rất okee rồi nhaaa mua một lúc vài đôi vừa rẻ vừa thay đi thay lại khá tiện",2,2,-1,-1
"bịt bàn mỏng lắm kính dày 0,8 cm còn bị hớ , của rẻ có khác chẳng_qua mua kèm đồ khác",0,2,-1,-1
"sản_phẩm quá tệ , không nên mua , lỗ đục to với số tháng , làm hư núm khách_hàng luôn",0,-1,-1,-1
"sách rất đẹp , bọc kĩ",2,-1,-1,-1
"công_dụng dùng để đục lỗ núm ti chất_liệu nhựa , kim_loại sản_phẩm đầy_đủ , giống mô_tả , giao hàng hàng nhanh , dùng để đục lỗ núm ti cho bé",1,-1,2,-1
giao hàng hàng không đúng,1,-1,1,-1
"đặt 7 đôi trắng , 3 đôi đen mà giao hàng 10 đôi trắng",1,-1,1,-1
đúng với mô_tả dung chất_liệu vai màu_sắc trang mình nhận được hàng rồi nha cửa_hàng tất ổn ạ . sản_phẩm giống như quảng_cáo chất vải khá dày_dặn . co_giãn . màu_sắc cũng giống như trên ảnh . mình mặc rất vừa hihi ủng_hộ cửa_hàng lần sau nhé,0,-1,-1,-1
rõ_ràng chọn sét yếm bé gái r giao hàng toàn hình oto chắc cái nào ế cửa_hàng giao hàng bán hàng không có tâm,2,-1,1,-1
đúng với mô_tả không nha màu_sắc trắng mỏng hơn giấy nx chắc mang vài lần là rách . ảnh mang tính_chất minh_họa,0,-1,0,-1
"chất_lượng sản_phẩm sản_phẩm tốt đúng với mô_tả đúng mô_tả sản_phẩm tốt , quạt mạnh tiết_kiệm điện ... sẽ quay lại mua lần hai",2,-1,-1,-1
hàng mới mở ra thì thấy rất tốt . rất phù_hợp cho các bn tân_sinh_viên . không biết sử_dụng có được bền không nếu sài lâu thấy ổn sẽ ủng_hộ cửa_hàng tiếp .,2,-1,2,-1
"chất_liệu nhựa công_dụng đựng thức_ăn cửa_hàng giao hàng hàng không đúng , mình đặt 5 hộp nhỏ cửa_hàng giao hàng 1 hộp to",1,-1,1,-1
sách đẹp . nội_dung khó nhai .,2,-1,-1,-1
bàn_ủi hơi_nước mini thiết_kế bé bé xinh_xinh mới nhận được hàng chưa dùng thử,1,-1,-1,-1
chất_liệu chat lieu cotton mem mai thoang mat độ đàn_hồi tat co do co_giãn màu_sắc mau trang rất đẹp đi ấm rất tốt nên mua,2,-1,-1,-1
tính_năng nổi_bật cũng được chất_lượng sản_phẩm tốt đúng với mô_tả tốt sản_phẩm mới nhưng bên ngoài có vẻ thùng đã bị rách,2,-1,0,-1
màu_sắc tốt đúng với mô_tả tốt chất_liệu tốt may saitama truyền_thống của công_ty về tay trên 20 man nhiều senpai vn gặp giám_đốc người_người nhật về pv tt may saitama truyền_thống của công_ty về tay trên 20 man nhiều senpai vn gặp giám_đốc người_người nhật về pv tt,2,1,-1,-1
đăng hộ bà chị gái bầu_sắp đẻ bán nốt tối đi đẻ cân 80k bao ăn bao đổi trả bán ở trước cửa_hàng e ạ,1,-1,-1,-1
màu_sắc trắng chất_liệu vải đôi tất sờ vào thấy rất mỏng đi như_không đi đúng là tiền nào của đấy cả chỉ thừa quá nhiều,0,1,-1,-1
chất_liệu không mình rất tiếc phải đánh_giá . như_vậy mong cửa_hàng thông_cảm hỗ_trợ khách_hàng nhiệt_tình hơn .,1,1,-1,2
"đúng với mô_tả tốt màu_sắc tốt chất_liệu tốt nhận hàng nhanh , không phải chờ_đợi . dịch_vụ chuyên_nghiệp , sản_phẩm_chất_lượng . đóng_gói chắc_chắn , an_tâm khi nhận hàng . giá_cả phải_chăng , chất_lượng tốt . trải nghiệm mua_sắm tuyệt_vời .",2,2,2,-1
xay 2 lần bơ cháy,-1,-1,-1,-1
tất trắng giao hàng màu vàng kè,1,-1,1,-1
quần thủng mấy chỗ đằng sau . cắt mác ra mới biết .,-1,-1,-1,-1
đun nhanh sôi . bền thì chưa biết . nhưng mẫu_mã đẹp . hi_vọng bền,2,-1,2,-1
trong gói hàng không có cáp sạc ...,1,-1,-1,-1
tính_năng nổi_bật xay thit chất_lượng sản_phẩm tot đúng với mô_tả dung cửa_hàng tư_vấn siêu nhiệt_tình và chân_thật ! nay mình xay hiệu_quả lắm luôn ! con bền hay không xài thời_gian mới biết được,2,0,-1,2
đặt màu xanh lá đi giao hàng màu dương bão đơn hay gì mà giao hàng lộn dị má,2,-1,1,-1
xây đá không nhuyễn âm_thanh quá lớn hao điện nhiều,-1,-1,-1,-1
"vừa mở máy lên đã bị cháy , dây_bọc thì sơ cua dật phát là đứt",0,-1,-1,-1
"lực hút cũng được cửa_hàng giao hàng thiếu mất phụ_kiện như hình , máy dùng cũng tạm",0,-1,1,-1
"tốc_độ giải hàng của tiki thì miễn bàn r nhé sách còn mới , không bị móp",0,-1,2,-1
đi có 1 lần mà đã xù hết r,-1,-1,-1,-1
anh shiper cute cư c ki,-1,-1,1,-1
chất_lượng sản_phẩm cửa_hàng giao hàng kẹp inox không đúng theo đơn hàng !,2,-1,1,-1
"giao hàng hàng nhanh , sách đóng_gói cẩn_thận , chưa đọc nên chưa riviu được nhé",1,-1,2,-1
"đúng với mô_tả dung chất_liệu coton màu_sắc be đặt be nhưng giao hàng đen , hơi thất_vọng , kco trách_nhiệm mấy",0,-1,0,-1
"sản_phẩm giao hàng nhanh , bọc cẩn_thận , không có lỗi gì về in_ấn .",2,-1,2,-1
đúng với mô_tả đúng cửa_hàng giao hàng nhanh tư_vấn nhiệt_tình hàng giá rẻ đáng mua hôm_qua vừa đặt ngay đã nhận được rồi đóng_gói hàng cẩn_thận kỹ_càng shipper nhiệt_tình camera bị hỏng nên không_thể chụp ảnh sản_phẩm được mong mọi người thông_cảm,0,2,2,2
"sách trông hơi cũ , có chỗ bị rách góc của sách .",0,-1,0,-1
"đã nhận hàng , mũi kim . ngắn . hơn chiều cao núm ti nên hơi . khó đục , nhưng cố đục được thì bé uống nhanh hơn",2,0,2,-1
"chất_lượng sản_phẩm tốt đúng với mô_tả màu đẹp quạt có mấy chức_năng tuỳ chỉnh lên xuống , nên mua sài nha bà_con",2,-1,-1,-1
"sách mới , giấy tốt",2,-1,-1,-1
tất oci lắm mọi người oi mình thấy rẽ nên mua ai ngờ chất_lượng tốt phết đó mình vẫn sẽ ủng họi cửa_hàng tiếp nha_chất cx dày_dặn đó nói_chung là tiền nài của đấy nhưng mà cái này rẻ mà chất_lượng tốt vậy thì khoit bàn tiếp đi cho cửa_hàng 5 sao nhé,2,2,-1,-1
chất_liệu chiếc cao chiếc thấp ? ?,-1,0,-1,-1
mình không thích ngạn,-1,-1,-1,-1
đúng với mô_tả không đúng quạt nhìn cũ cũ . sạc 100 mà dùng mức 3 được 15p xuống 80 rồi . màn_hình hiện pin lỗi số . nhắn cửa_hàng không được . chán,0,-1,-1,-1
"đúng với mô_tả pin không đúng như mô_tả đồ đểu , nhựa dễ gãy , lúc mới nhận hàng nó cũng trầy_xước mà thấy không đáng_kể nên không nói tới , motor dùng tới hôm tôi viết cmt này là nó hẹo ròi , bật mức 5 chưa tới tiếng thì hết pin có khi đang dùng còn pin cái ngắt nguồn ngang , đến cái sạc pin cũng kén nguồn sạc cắm dây sạc điện_thoại vào thì không vào điện phải cắm từ laptop sang . thà bây để_dành vài trăm mua cây xịn hơn ở mấy cửa_hàng khác còn đỡ hơn mua trên cửa_hàng này . thấy mấy ngàn ng mua tôi cũng thử ai_ngờ bị lừa_đảo ...",0,-1,0,0
sản_phẩm bị tưa đầu,1,-1,-1,-1
"tốt , gáy sách hơi bẩn",0,-1,-1,-1
đúng với mô_tả đúng chất_liệu vải màu_sắc be trắng giao hàng hàng nhanh đóng_gói cẩn_thận rất ưng_ý sẽ mua lại nheieuf lần tới shiper thân_thiện,2,-1,2,2
giao hàng hàng nhanh gói hàng kỹ không bị hư sản_phẩm đẹp chất_lượng sài tốt giá_cả hợp_lý,2,2,2,-1
giao hàng hàng nhanh_chóng sách đẹp,2,-1,2,-1
"khăn xô 2 lớp hình in dễ_thương , hơi cứng , không thấm nước nhanh , cửa_hàng đóng_gói cẩn_thận giao hàng hàng nhanh , đủ hàng ,",1,-1,2,2
miếng dán hời_hợt không dính chắc mình thấy không tốt cho lắm được cái giao hàng hàng nhanh hihi,0,2,2,-1
màu_sắc trắng chất_liệu mỏng đúng với mô_tả quá mỏng,0,-1,-1,-1
chất_liệu kém đúng với mô_tả không đúng với cửa_hàng mô_tả luôn . nhân_viên tư_vấn thì thái đọ này thái_độ nọ khi khách muốn tư_vấn màu_sắc đung em khuyên thật mọi người là không nên mua sản_phẩm bên cửa_hàng này đâu ạ . thái_độ với chất_lượng sản_phẩm quá tệ,0,-1,-1,0
sạc đầy pin mở mức_độ 3 thì sài được 2 tiếng à hông lâu đâu nên cho 3 sao,-1,-1,0,-1
"chất_lượng sản_phẩm tốt mùi hương không mùi đối_tượng sử_dụng mọi người giao hàng hàng nhanh , đóng_gói kĩ , săn live được giá tốt , gói màu hồng xinh xỉu ...",2,1,2,-1
rất đẹp . giao hàng hàng nhanh thân_thiện,2,-1,2,2
"đúng với mô_tả đúng với mô_tả chất_lượng sản_phẩm tệ hơn cả chữ tệ dùng được 3 ngày thì hỏng , bật không hoạt_động , cho 1 sao còn thấy phí",0,-1,-1,-1
chất_liệu chính hãng đúng với mô_tả chính hãng màu_sắc chính hãng giao hàng hàng nhanh_chóng được nguồn thông_tin cần_thiết để đưa ra quyết_định chính_xác và hiệu_quả của sự sống của không,0,-1,2,-1
nó khác trên hình lắm . ngoài nó nhỏ mình . n ạ không bít rửa cho sạch koo . không_lẽ e huỷ hàng chứ,1,-1,-1,-1
"hàng đúng như hình . nhưng giao hàng tới quạt vẫn còn chạy luôn , làm quạt nóng quá trời .",0,-1,1,-1
mùi hương không mùi đối_tượng sử_dụng da chất_lượng sản_phẩm tốt khăn tốt nha mọi người . giá rẻ khăn dày . giao hàng hàng nhanh . tốt sẽ ủng_hộ lần sau,2,2,2,-1
quá tốt luôn ạ,2,-1,-1,-1
"sách bọc bookcare , còn mới kin",2,-1,-1,-1
giao hàng hàng không đúng mẫu,1,-1,1,-1
mẫu gối không đúng mẫu mình chọn hình vương_miện mà cửa_hàng gửi lại mẫu này không hề có sản_phẩm mà cửa_hàng đăng luôn,1,-1,-1,-1
mã code của sách không xác_minh được tại website của nxb .,-1,-1,-1,-1
"chất_lượng sản_phẩm quá tuyệt , đã mua lần thứ 2 , giao hàng hàng nhanh , đóng_gói cẩn_thận , thanks cửa_hàng",2,-1,2,-1
"chất_lượng sản_phẩm ổn màu hồng xinh , lúc mới dán thì keo khá chắc , mà mấy con chuột trong nhà mạnh quá , tông vài ngày là tróc keo rồi",2,-1,-1,-1
"độ tuổi sử_dụng tất_cả chất_lượng sản_phẩm tốt hàng giao hàng nhanh , đóng_gói cẩn_thận . miếng bọc bàn dẻo , trong suốt , gắn vào tránh bị đau khi bị va phải cạnh bàn .",2,-1,2,-1
"ấm bị rỉ nước , nhắn_tin cửa_hàng đọc không trả_lời xử_lý hàng",0,-1,-1,1
"chất_liệu hơi mỏng quá có , chút nhăn đúng với mô_tả không đúng với video nhưng giá khá tốt sản_phẩm thì không như video và có chút mỏng nhưng rẻ chấp_nhận được",2,2,-1,-1
khăn nhỏ quá,-1,-1,-1,-1
"tính_năng nổi_bật tốt chất_lượng sản_phẩm tốt đúng với mô_tả tốt tỉnh vĩnh long mới được hình_thành trên cơ_sở hợp_nhất tỉnh vĩnh_long , tỉnh trà vinh và tỉnh bến tre , có diện_tích tự_nhiên là hơn 6.200 km2 , với 124 xã , phường , quy_mô dân_số khoảng 3,3 triệu người .",2,-1,-1,-1
nói bảo_hành 12tháng mình nhận hàng về sài được vài lần là máy cháy rồi mặc_dù là mình đánh trứng rất ít nhắn cửa_hàng thì nói để bảo_hành xong rồi im_re luôn làm_ăn như vậy ai dám mua nữa,1,-1,-1,-1
dài êm,2,-1,-1,-1
giao hàng hàng nhanh vừa đặt hôm trc hôm sau đã dk gàng đúng như sản_phẩm_chất_lượng đầ đủ sẽ ủng_hộ cửa_hàng lần sau,2,-1,2,-1
hàng đúng mẫu_mã,1,-1,-1,-1
nội_dung không thu_hút lắm,-1,-1,-1,-1
máy yếu không hút mạnh,0,-1,-1,-1
chất_lượng sản_phẩm thiếu sản_phẩm,2,-1,-1,-1
dùng được 1 hôm xong hỏng,0,-1,-1,-1
đúng với mô_tả sai màu,1,-1,-1,-1
vừa mỏng vừa ngắn,0,-1,-1,-1
đọc thấy hay . hữu_ích,2,-1,-1,-1
"chất_lượng sản_phẩm tốt mùi hương không mùi đối_tượng sử_dụng mn cửa_hàng đủ số_lượng , khăn giấy bb xinh , sản_phẩm dễ mang đi , cửa_hàng giao hàng hàng nhanh",2,-1,2,-1
"màu_sắc trang đúng với mô_tả tam chất_liệu mỏng cửa_hàng giao hàng sai hàng , tất bị dơ , mỏng , nchung không dám mua lần 2",0,-1,1,-1
xịn xồ,2,-1,-1,-1
"gói hàng cẩn_thận , giao hàng nhanh , shiper nhiệt_tình . do mua cho bạn nên không có ảnh",1,-1,2,2
"đóng hàng kĩ quạt nhẹ dễ cầm tay màu xinh lắm nha có 5 chế_độ mát , cũng okila nè có dây đeo và sạc kèm theo",0,-1,-1,-1
"vừa mở túi đã thấy khăn có lẫn nhiều bụi vải khác màu , trông không sạch và an_toàn cho trẻ_em",1,2,-1,-1
"giao hàng hàng nhanh lắm ạ , sách còn mới nguyên , không bị cong hay lỗi gì",0,-1,2,-1
"bìa đẹp và cứng , tiki giao hàng hàng nhanh ? lần đầu mua hàng trên tiki cực_kì cực cực ... . hài_lòng .",2,-1,2,-1
"máy đánh trứng cầm tay 7 tốc_độ tặng 4 đầu đánh cao_cấp , hoạt_động êm_ái",2,0,-1,-1
"hàng quá rẻ dùng cũng khá là tốt , nói_chung là kcj để chê .",0,2,-1,-1
"chất_lượng sản_phẩm tệ độ tuổi sử_dụng ai cũng được gắn vô bàn được mà nó có dính j đâu , tưởng phải có keo hay hít j đó , để v rớt ra còn đâu",0,-1,-1,-1
"chất_lượng sản_phẩm ổn đúng với mô_tả đúng tính_năng nổi_bật xay thịt củ quả máy_xay 2 lưỡi kép là 4 lưỡi lận nhé xay rau củ thịt cá trái_cây v . v ... thiết_kế nhỏ gọn , đơn_giản với lưỡi cắt kép , giúp xay nhanh hơn . thực_phẩm sẽ không bị mắc_kẹt bên dưới lưỡi cắt như những loại máy_xay khác . vệ_sinh máy dễ_dàng nhanh luôn máy_xay thịt cối inox công_suất 250w tần_số điện_áp 220v dung_tích 2l trọng_lượng 2 kg chất_liệu inox 304",2,2,2,-1
"quạt nhận về bị hở , lỏng_lẻo",-1,-1,-1,-1
mới,-1,-1,-1,-1
đặt 6 giao hàng 5 thiếu r,1,-1,1,-1
"công_dụng tot chất_liệu tot kiểu_dáng dep chất_lượng sản_phẩm tuyệt_vời , hộp sữa thiết_kế bắt_mắt . con mình vừa_mới đổi sang uống loại này . sẽ ủng_hộ cửa_hàng thêm lần nữa",2,-1,-1,-1
chất_lượng sản_phẩm tạm được độ tuổi sử_dụng mn khăn mình tưởng to lắm chứ nhận cái hết_hồn nói_chung cũng được nha_mn,0,-1,-1,-1
keo 3m không chắc dính bào bàn kính thì tự bong,-1,-1,-1,-1
"dán kém , dễ bung , bị bọn trẻ_con sờ cái là bung . không hiệu_quả",0,2,-1,-1
"cây_cọ gì mà mỏng nhánh cầm muốn gảy cái cán , sẽ không mua lại",0,-1,-1,-1
"hàng đúng như hình , mẫu_mã đẹp giao hàng hàng thì nhanh không móp méo",2,-1,2,-1
lần đầu mua hàng nhưng khá là ưng chất vải mềm mịn khá êm_thấm hút tốt giao hàng nhiệt_tình sẽ ủng_hộ cửa_hàng lần sau,2,-1,1,2
"sản_phẩm lm bằng silicon nhưng keo dán không chắc , đụng là rớt . mn không nên mua đâu ạ",2,-1,-1,-1
mua đồ cọ rửa mà_lại giao hàng móc treo,1,-1,1,-1
"tốt lắm 5 mức trời lạnh thì sài mức 1,2 thì thấy mát r . tuỳ theo thời_tiết . giả rẻ mà chất_lượng thế . sạc pin lần sài khá lâu ấy .",2,2,0,-1
mình dùng thấy cũng khá là tốt cửa_hàng cũng hỗ_trợ rất nhiều trong lúc mình mua hàng nên cảm_thấy rất yên_tâm 5 5 sao nha,0,-1,-1,2
chất_lượng sản_phẩm tốt đúng với mô_tả i như mô_tả quạt mạnh xịn nha . đúng với nhu_cầu của mình . tiện xách đi đây đi đó . cám_ơn cửa_hàng nhen,2,-1,-1,-1
"không nóng , ủi vài không thẳng",2,-1,-1,-1
"mua sản_phẩm 1 lần rồi , lần nay mua lại 2 cái luôn , sản_phẩm vải tốt mát , thoải_mái , mà giá lại rẻ nữa",2,2,-1,-1
đúng với mô_tả có chất_lượng sản_phẩm không biết tính_năng nổi_bật đun nước giao hàng hàng nhanh nhưng nhận về hộp méo hết mở ra thì hàng tốt . chất_lượng dùng 1 thời_gian nữa mới biết bền hay không . đun nước sôi nhanh . cảm_ơn cửa_hàng,2,2,2,-1
khăn sữa dùng thích mà rẻ . sợi tre không bằng đâu . hàng bọc cẩn_thận chất_lượng tốt . giá rẻ . mua hàng lần nào cũng ưng_ý ủng_hộ cửa_hàng 5 sao chúc cửa_hàng làm_ăn phát_đạt nhé,2,2,2,-1
"tất bị dính màu vàng bẩn bẩn , mỏng",0,-1,-1,-1
màu_sắc trang đúng với mô_tả đúng chất_liệu đẹp tất đẹp nha mn nên mua nhé ạ em mua thử vài đôi mà đi thấy tốt_đẹp lắm nhaa,2,-1,-1,-1
trộm_vía mình chưa bao_giờ gặp trúng sách hỏng hay nát chỗ nào hết,0,-1,0,-1
"chất_lượng sản_phẩm quá tệ , quá mỏng giấy mình mua của cửa_hàng ở titok 135k vừa mềm vừa nhiều , cửa_hàng này đóng ít hơn , giấy chất_lượng kém hơn . không bh đánh_giá sản_phẩm mà lần này phải đánh_giá để mọi người lựa_chọn được cửa_hàng phù_hợp . quá thất_vọng",0,1,-1,-1
màu_sắc trắng mỏng . tưởng chỉ mỏng hơn cái mình mua ở ngoài 1 xíu thoi tại cái mình mua ngoài rất dày mà có 10k . nên ms mua trong đây mà ai_ngờ mỏng nhìn thấy được da chân luôn á tr . nhìn trên mẫu thấy mang không bị lộ da mà mình mang_lộ da lộ ngón chân rõ luôn,0,-1,-1,-1
quạt mau hết pin không như quảng_cáo,-1,-1,-1,-1
"tất rất mỏng , thất_vọng vô_cùng ! có_thể là mang được 1 lần thôi í",0,-1,-1,-1
"tính_năng nổi_bật hút bụi sài tầm nữa tháng đầu khi mua chất_lượng sản_phẩm tồi lúc đầu mới mua về hút cũng tốt . sau tầm nữa tháng sau khi mua hút yếu , sau một tháng kể từ ngày mua hút cực_kỳ yếu hoặc gần như_không hút được , sạc pin cả ngày mà không vô nếu vô đầy sài tầm 2 phút là tắt không sài được nữa . quá tồi cho 1 sản_phẩm khuyến_cáo không nên mua",0,-1,-1,-1
cửa_hàng giao hàng hàng lỗi cho khách xong không hỗ_trợ giải_quyết . bấm trả hàng hoàn tiền thì không chấp_nhận . một trải nghiệm mua hàng tệ nhất từ trước tới giờ luôn,0,1,1,0
"bìa ngoài rời , chất_liệu giấy không tốt",0,-1,-1,-1
"đúng với mô_tả tốt_tính_năng nổi_bật hút bụi chất_lượng sản_phẩm tốt đã mua cái t2 của cửa_hàng . dễ sử_dụng , lực hút mạnhhhhhh",2,-1,-1,-1
